0    ,age,two_year_recid,c_charge_degree,race            ,sex   ,priors_count,length_of_stay,score
6459 ,59 ,1             ,M              ,African-American,Male  ,15          ,14            ,1
7116 ,32 ,0             ,F              ,African-American,Male  ,9           ,111           ,0
3034 ,33 ,0             ,M              ,African-American,Female,1           ,1             ,1
7467 ,21 ,0             ,M              ,Other           ,Female,0           ,0             ,1
5592 ,39 ,1             ,F              ,Other           ,Male  ,9           ,1             ,1
2354 ,24 ,1             ,F              ,African-American,Male  ,0           ,9             ,1
6570 ,47 ,0             ,F              ,Other           ,Male  ,2           ,6             ,1
3942 ,38 ,1             ,F              ,African-American,Male  ,1           ,7             ,1
8488 ,37 ,0             ,M              ,African-American,Male  ,8           ,1             ,1
6453 ,39 ,1             ,F              ,African-American,Male  ,13          ,1             ,0
5322 ,50 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
3460 ,24 ,1             ,F              ,African-American,Male  ,3           ,0             ,1
1020 ,54 ,0             ,F              ,Other           ,Male  ,0           ,-1            ,1
7343 ,25 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
1668 ,37 ,0             ,M              ,African-American,Male  ,18          ,1             ,0
3626 ,50 ,0             ,F              ,Other           ,Male  ,0           ,30            ,1
8700 ,37 ,1             ,F              ,African-American,Male  ,17          ,1             ,0
9979 ,34 ,0             ,M              ,Other           ,Female,1           ,1             ,1
8598 ,23 ,1             ,F              ,African-American,Male  ,4           ,0             ,1
1830 ,20 ,1             ,M              ,African-American,Male  ,0           ,4             ,0
8998 ,43 ,1             ,F              ,Other           ,Female,0           ,1             ,1
3573 ,42 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
3399 ,35 ,0             ,F              ,African-American,Male  ,13          ,0             ,0
4952 ,57 ,1             ,M              ,African-American,Male  ,8           ,-1            ,1
2334 ,36 ,1             ,F              ,Other           ,Male  ,1           ,106           ,1
432  ,34 ,0             ,M              ,Other           ,Male  ,5           ,1             ,1
10765,26 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
10699,57 ,1             ,F              ,African-American,Male  ,28          ,2             ,0
1551 ,53 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
7902 ,55 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
10251,26 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
5430 ,23 ,1             ,F              ,African-American,Male  ,3           ,3             ,1
8419 ,44 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
6393 ,24 ,1             ,M              ,African-American,Male  ,1           ,1             ,1
1471 ,22 ,1             ,M              ,Other           ,Male  ,2           ,13            ,1
289  ,26 ,1             ,F              ,African-American,Male  ,9           ,79            ,0
208  ,44 ,1             ,M              ,Other           ,Male  ,2           ,-1            ,1
5088 ,38 ,1             ,M              ,Other           ,Female,1           ,1             ,1
7744 ,53 ,1             ,M              ,Other           ,Male  ,8           ,4             ,1
2965 ,28 ,0             ,M              ,Other           ,Male  ,3           ,0             ,1
9208 ,34 ,1             ,F              ,African-American,Male  ,20          ,26            ,0
5789 ,53 ,0             ,M              ,Other           ,Female,0           ,0             ,1
4580 ,25 ,1             ,F              ,African-American,Male  ,5           ,236           ,0
22   ,25 ,0             ,F              ,African-American,Male  ,3           ,1             ,0
1034 ,23 ,1             ,M              ,African-American,Male  ,2           ,80            ,0
4978 ,25 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
6328 ,68 ,0             ,F              ,African-American,Female,5           ,0             ,1
5869 ,26 ,0             ,F              ,Other           ,Male  ,2           ,0             ,1
8790 ,52 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
2432 ,29 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
6589 ,27 ,1             ,F              ,African-American,Female,1           ,0             ,1
6165 ,34 ,1             ,M              ,Other           ,Male  ,5           ,6             ,1
8604 ,22 ,0             ,F              ,African-American,Female,0           ,1             ,1
2503 ,31 ,1             ,F              ,African-American,Female,7           ,1             ,1
8908 ,38 ,0             ,M              ,African-American,Male  ,5           ,5             ,1
803  ,52 ,0             ,M              ,African-American,Male  ,4           ,1             ,1
7269 ,57 ,0             ,M              ,Other           ,Female,0           ,0             ,1
730  ,35 ,0             ,F              ,Other           ,Male  ,0           ,101           ,1
2650 ,40 ,0             ,F              ,African-American,Female,0           ,-1            ,1
2153 ,22 ,1             ,F              ,African-American,Male  ,3           ,26            ,0
1099 ,21 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
5067 ,24 ,1             ,F              ,African-American,Female,2           ,1             ,1
8340 ,45 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
4049 ,23 ,1             ,F              ,Other           ,Male  ,4           ,-1            ,1
6906 ,37 ,0             ,M              ,Other           ,Female,0           ,0             ,1
3824 ,27 ,1             ,M              ,African-American,Male  ,2           ,9             ,1
4845 ,26 ,1             ,F              ,African-American,Male  ,2           ,3             ,1
4783 ,31 ,1             ,F              ,Other           ,Male  ,1           ,0             ,1
8814 ,27 ,0             ,M              ,African-American,Female,0           ,1             ,1
3345 ,34 ,0             ,F              ,Other           ,Female,2           ,1             ,1
8703 ,61 ,0             ,F              ,Other           ,Female,0           ,1             ,1
113  ,22 ,1             ,M              ,African-American,Male  ,1           ,16            ,1
6147 ,22 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
10552,51 ,0             ,M              ,Other           ,Female,0           ,0             ,1
10494,23 ,1             ,M              ,African-American,Female,2           ,1             ,1
8222 ,21 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
3454 ,28 ,1             ,F              ,African-American,Male  ,9           ,16            ,1
8625 ,23 ,0             ,F              ,African-American,Male  ,0           ,2             ,1
2415 ,48 ,0             ,M              ,Other           ,Male  ,1           ,1             ,1
716  ,35 ,0             ,M              ,African-American,Male  ,1           ,0             ,1
7958 ,58 ,0             ,M              ,Other           ,Male  ,5           ,2             ,1
6451 ,29 ,1             ,F              ,African-American,Male  ,12          ,0             ,1
7192 ,70 ,0             ,F              ,Other           ,Female,0           ,0             ,1
2448 ,21 ,1             ,F              ,African-American,Male  ,0           ,8             ,0
10735,63 ,0             ,F              ,African-American,Male  ,1           ,1             ,1
